uuid,Date,Tractor_Model,Warehouse_Location,Supplier,Demand_Units,Backorder_Qty,Production_Plan_Qty,Inflation_Rate,Market_Trend_Index
85142baa-18e1-d413-6cd5-ba4e1f8731cc,2022-06-16,TX-100,NY,Supplier B,293,20,371,4.1,0.85
74253fdb-709c-ce10-fae1-78b835267e18,2020-12-22,TX-200,FL,Supplier E,206,12,260,3.4,0.28
d426061f-a715-db5a-35f7-49333bb922f0,2020-12-11,TX-100,FL,Supplier B,191,14,244,3.4,0.45
ac18aff0-9f72-f39a-deb9-036da2e2ac3c,2021-03-22,TX-400,FL,Supplier B,264,18,336,3.96,0.43
79fac9fd-aac5-be16-18fc-d9da7474fe26,2022-12-24,TX-500,TX,Supplier C,222,25,292,4.43,0.05
6ccf41ba-fae8-aad5-e002-e291c7966621,2022-01-07,TX-100,FL,Supplier D,218,27,293,3.7,0.32
6bd7ee88-6fb0-3286-9f34-e04b535909c4,2021-01-31,TX-200,CA,Supplier B,254,15,321,3.45,0.98
551e3f57-b6dd-30ab-c2ce-51509a40694f,2022-10-21,TX-300,NY,Supplier A,247,20,317,3.97,0.85
86d8bda9-962c-e4a9-2670-3c39cb030df3,2021-04-21,TX-200,IL,Supplier E,283,18,354,3.68,0.96
60de5cfc-f9b4-c74a-420e-d9109991e496,2022-09-14,TX-200,CA,Supplier A,373,26,473,4.26,0.41
0d20dac5-6c77-32a7-90cd-230c9b48a3ba,2021-12-08,TX-300,FL,Supplier A,219,22,282,3.84,0.93
26cc3e07-2289-7f6b-14fb-4aa6304f88b8,2021-02-23,TX-400,NY,Supplier B,205,11,255,3.82,0.51
0fd9d662-cf48-2ed6-230f-d32ab4004ed6,2020-08-23,TX-200,NY,Supplier C,271,24,354,2.82,0.42
5a101193-c0dd-b122-9844-b858c5654567,2023-12-18,TX-100,CA,Supplier B,213,11,264,4.33,0.63
af890db9-c814-95eb-45b1-f7cbe4ea48a0,2023-06-17,TX-500,FL,Supplier D,441,31,555,4.27,0.0
d70f2454-8d0b-b96e-504e-8041ebe52cdb,2023-05-10,TX-500,IL,Supplier B,376,29,481,4.14,0.32
a5bd099b-3a83-38c9-4efc-73e7bd06240d,2023-10-04,TX-500,IL,Supplier D,334,24,424,4.1,0.46
a34efa15-aa1a-e7ca-fb23-67df96f94f2a,2021-02-12,TX-500,IL,Supplier B,249,20,322,3.82,0.78
14fd7df0-6b97-ae76-90c0-900059982aba,2020-12-20,TX-200,CA,Supplier A,225,13,280,3.4,1.0
5da9b36b-8ef3-9599-d8ab-d3c4722e0679,2020-08-29,TX-300,IL,Supplier A,291,19,364,2.82,0.05
32b35add-7c27-e68a-bf71-84ee399954be,2022-01-13,TX-400,IL,Supplier D,179,10,227,3.7,0.08
e35935c0-7e8d-4888-c099-c2de9746a013,2022-04-17,TX-400,NY,Supplier D,291,21,367,3.88,0.13
b84601ce-7227-9480-a56c-8de3f570717c,2020-07-17,TX-200,TX,Supplier C,314,26,404,2.82,0.37
bcf05952-69f5-07ab-73af-8486c06d14cf,2021-12-15,TX-400,TX,Supplier B,259,14,334,3.84,0.92
d7d73117-1bec-87eb-caa7-9c47fb54ec36,2023-08-18,TX-200,CA,Supplier A,339,32,443,4.06,0.08
d492c146-4f14-e6bc-a597-e3e107dd65f3,2022-05-27,TX-500,CA,Supplier C,399,41,517,3.99,0.85
99f689d5-80fc-5c2e-d6bb-47518b0921be,2020-05-08,TX-300,FL,Supplier E,266,17,341,2.99,0.89
56ba6f08-1b13-ed42-dc1e-654544b7d8b8,2022-12-22,TX-400,FL,Supplier B,236,22,308,4.43,0.46
cb59d26a-5bde-1fd3-5d53-fe4cb36f5273,2020-07-03,TX-200,CA,Supplier B,382,25,485,2.82,0.93
9a96b16e-fb54-4f07-8547-5c92484ecf99,2020-04-13,TX-100,TX,Supplier D,272,29,352,3.56,0.55
d0835ab4-f08a-532f-341a-b995809773fa,2023-11-30,TX-300,NY,Supplier C,179,15,227,4.32,0.48
e1c1a1e3-1a6a-1b75-c7c6-a01b367d8882,2021-03-20,TX-500,NY,Supplier C,230,22,295,3.96,0.79
fade641b-1974-d076-11ff-0ffb4fd07f67,2021-03-07,TX-300,IL,Supplier D,235,25,310,3.96,0.22
a8a24b17-b4ae-a7c8-0c55-866918cca5b4,2022-01-12,TX-200,TX,Supplier B,232,21,298,3.7,0.32
0af1334a-8e8f-fb0d-7fee-ad026ea91247,2020-04-07,TX-500,CA,Supplier D,306,34,400,3.56,0.52
88d8d607-ef75-5e71-7b8c-5f41eb2eb7c8,2023-02-28,TX-100,TX,Supplier A,219,11,277,4.02,0.03
79fd8c36-23d1-f6e2-ee62-362db1de3784,2022-11-13,TX-300,IL,Supplier A,207,12,258,4.13,0.82
191d9dda-af18-0ad0-cb08-9ce648c0bf96,2020-12-09,TX-500,TX,Supplier E,224,15,282,3.4,0.69
e4750042-d8e7-ca27-7f0e-564d0c3ddcf0,2022-08-01,TX-100,TX,Supplier C,285,24,366,4.49,0.21
28d7b1f0-87a1-040b-64ac-ea39063052c9,2021-02-12,TX-400,NY,Supplier A,241,14,306,3.82,0.78
8f2dcf24-4644-01cc-f672-d753dddd9b97,2023-06-29,TX-500,NY,Supplier D,311,29,397,4.27,0.88
4ece16b6-7b94-01a7-fa93-dca035830ef4,2021-05-20,TX-500,CA,Supplier E,459,23,581,3.79,0.23
b131aa5d-70ad-4d2d-fc81-9d186977c114,2020-06-09,TX-500,NY,Supplier B,296,24,380,2.68,0.69
7e75c295-3653-88f9-413c-311e03db41da,2023-03-31,TX-500,CA,Supplier E,307,11,380,3.74,0.1
8e61a5fd-43f7-b82d-d095-64cc13ee1524,2023-10-14,TX-300,IL,Supplier B,224,15,279,4.1,0.04
7d8881c2-6b7d-7c27-7a07-db8e14372080,2021-06-27,TX-400,NY,Supplier C,275,21,353,3.5,0.6
cc6db11b-3da5-b7ff-cbaf-96d61856276d,2022-07-30,TX-400,IL,Supplier D,304,20,383,4.71,0.75
e4df3ada-a4cd-2112-7f8c-20e50618f7aa,2021-01-22,TX-500,IL,Supplier A,224,17,287,3.45,0.5
69095d00-4f19-a1cc-862a-1b6938447d86,2020-07-26,TX-200,NY,Supplier D,272,16,340,2.82,0.11
5814a37e-55ad-d8d9-2f69-a072c07a303c,2021-10-24,TX-400,TX,Supplier E,245,15,306,3.51,0.81
78b72eb8-4c99-7b47-7730-991911e4435b,2023-08-06,TX-500,TX,Supplier C,382,26,482,4.06,0.04
4ca01bb1-53f1-f344-5192-244685bfe198,2020-10-05,TX-300,TX,Supplier A,290,22,366,2.74,0.63
cab445c0-c6d9-63db-f2e8-2c38bc554539,2022-05-18,TX-100,IL,Supplier B,275,22,351,3.99,0.3
29c384de-6a80-8784-80c4-495939a27e45,2020-02-15,TX-500,NY,Supplier A,227,17,292,2.91,0.63
aeee446a-fe2e-d741-cdab-165d6f18c7ac,2022-02-12,TX-500,IL,Supplier A,268,10,336,3.6,0.66
3a047fb9-d2be-8534-5ec3-815a9d21c873,2021-08-22,TX-200,CA,Supplier E,350,20,436,3.77,0.03
17fdfa50-f844-bfec-7576-b16761c40a8a,2022-08-09,TX-500,NY,Supplier B,299,10,366,4.49,0.46
d7118fcb-9a3b-868f-2e8f-a1a358666ae0,2020-05-12,TX-500,NY,Supplier C,326,28,417,2.99,0.52
953a6f6a-a84d-0a2b-3eb0-673b30b2b262,2022-08-18,TX-400,TX,Supplier D,343,31,438,4.49,0.66
1ead7033-c77d-caea-907c-175e053b6b2e,2021-12-08,TX-400,IL,Supplier D,191,17,249,3.84,0.93
d1c7d372-5a4b-ecf7-e0b8-ecd874b3c9b3,2020-01-11,TX-400,TX,Supplier B,199,10,250,3.17,0.67
1af13462-27ca-e2c7-bcd1-bf9915100dc0,2020-01-23,TX-400,CA,Supplier A,218,17,276,3.17,0.85
c6a2935b-6506-3750-3ec2-26d430928468,2020-02-26,TX-100,NY,Supplier A,177,12,222,2.91,0.45
be30f1bf-caf5-0a2d-a555-08969dff0a4b,2022-07-15,TX-200,FL,Supplier A,350,24,437,4.71,0.47
f895eb9b-d0a4-2964-eed8-e291972e379f,2021-04-19,TX-200,TX,Supplier D,328,18,413,3.68,0.12
ab3589f9-12fe-50a6-c3a5-cc2a1acb4aa6,2020-01-13,TX-100,TX,Supplier B,229,19,292,3.17,0.57
ccdf8de0-da30-8886-ed6f-417ed6e323c9,2023-08-06,TX-400,CA,Supplier B,379,25,479,4.06,0.04
6a8e33b3-3e4d-7cbc-385e-7fc707f75194,2021-11-13,TX-300,CA,Supplier B,259,17,328,3.9,0.11
0a4ffc3c-a51e-77f8-2922-172c9516fe75,2023-09-16,TX-100,TX,Supplier B,256,20,326,4.06,0.19
6b371077-7fcc-fb28-edbc-c88e2ff73040,2023-11-13,TX-200,FL,Supplier A,254,13,314,4.32,0.18
2739e7e6-5e91-156a-1f86-a92b159082da,2023-11-20,TX-500,IL,Supplier E,276,20,350,4.32,0.17
effbdb08-0737-eec0-1ca4-94cb775b0d4d,2020-02-01,TX-400,IL,Supplier A,228,20,293,2.91,0.41
2bf84f1d-1631-cea9-984c-79d0ac048bb2,2021-10-24,TX-500,TX,Supplier D,274,18,346,3.51,0.81
97c3e962-9830-020b-745e-ff77950467b2,2020-08-29,TX-200,NY,Supplier D,291,25,375,2.82,0.05
e5002bac-e21f-be1f-5cca-fae5de6233d1,2021-10-08,TX-400,CA,Supplier D,310,38,408,3.51,0.74
c3ed967c-5c5e-7486-313a-23033509a503,2022-10-13,TX-300,FL,Supplier E,231,17,292,3.97,0.4
a2300909-6a39-a397-32e0-57081e83ef63,2020-05-30,TX-200,NY,Supplier E,327,15,398,2.99,0.78
1eeec378-13d5-e203-cec7-032be35f0ad7,2020-10-21,TX-100,CA,Supplier A,259,14,320,2.74,0.78
aba17718-7757-c813-bf4b-721211df9cf4,2022-08-16,TX-400,TX,Supplier A,327,23,421,4.49,0.73
c443ef27-1955-e181-8819-53ce0daacb3f,2022-11-15,TX-300,FL,Supplier B,253,28,330,4.13,0.17
13924625-7c1f-d6b4-e330-5032a52ce704,2023-02-21,TX-100,IL,Supplier B,232,17,294,4.02,0.66
f640a0d8-4d3f-f818-a609-bfad5e07cc14,2021-03-06,TX-200,CA,Supplier A,257,15,326,3.96,0.41
8edf3004-7be7-fe50-b018-38bbdb198823,2020-04-13,TX-400,IL,Supplier B,285,11,347,3.56,0.55
b8223d6c-5f44-fbff-9f5d-913655572a4d,2023-02-12,TX-200,IL,Supplier A,247,24,324,4.02,0.14
ea52fe48-4249-e26a-69ec-8e317d5bfb82,2022-08-20,TX-100,FL,Supplier C,344,31,441,4.49,0.47
710d142c-b7b9-962a-1652-bdeac77d8551,2021-11-22,TX-500,CA,Supplier E,290,21,370,3.9,0.11
f818b3de-1b9d-7b9f-25bf-198988696703,2023-11-11,TX-300,TX,Supplier A,266,15,337,4.32,0.77
338112d2-6a22-6463-5289-c6de10604742,2023-10-21,TX-100,CA,Supplier D,230,19,295,4.1,0.98
98425e4d-882d-190a-6d5e-b4e483588a48,2021-08-25,TX-200,FL,Supplier C,304,15,382,3.77,0.67
89db8b3b-389b-cd10-316c-74c82ff3857b,2022-04-19,TX-100,TX,Supplier A,271,15,335,3.88,0.68
a8dbd407-45fb-b1e4-1382-5e5d66e96dfd,2022-02-05,TX-200,IL,Supplier E,231,14,288,3.6,0.88
7e942a68-89d8-bdb5-d154-55a1fbaa74fd,2020-05-16,TX-400,NY,Supplier A,303,24,392,2.99,0.37
723cd4a9-851d-4a9b-12ca-147df6b482a1,2020-12-24,TX-300,CA,Supplier A,204,9,254,3.4,0.11
53bce9d7-2dcd-338a-fd9b-44a463d9a73b,2023-02-06,TX-100,CA,Supplier E,210,9,259,4.02,0.09
7df9f813-0156-cb26-6bce-c551ec5c2545,2023-01-06,TX-500,FL,Supplier B,253,17,322,4.33,0.88
3943cfcf-b9c7-c214-52d5-793fb6a67fc2,2021-09-25,TX-300,FL,Supplier D,247,23,322,3.71,0.45
67a1908a-982e-96e8-372d-e8af41d3d48f,2021-12-23,TX-300,NY,Supplier C,160,13,207,3.84,0.59
189bd21b-14e0-b42e-9686-1917964703a0,2023-02-14,TX-300,CA,Supplier E,255,11,318,4.02,0.45
8604f7d1-e694-11e8-b2a3-a3bf1d8d2860,2022-10-19,TX-500,NY,Supplier A,274,17,343,3.97,0.44
42ab870a-9b00-1d64-e59f-0cfedb1b51ab,2022-01-14,TX-200,FL,Supplier D,196,19,255,3.7,0.03
96692786-fb57-3198-19e7-72bc457a255f,2023-07-29,TX-200,TX,Supplier E,398,33,512,4.02,0.02
b0a31a55-1ef2-1c9e-0f5a-fe4bbe2bcd77,2023-02-20,TX-500,TX,Supplier E,285,12,353,4.02,0.22
fe5eb1d8-df0f-a48b-9b65-0ba9892e1883,2022-10-10,TX-400,FL,Supplier E,266,18,334,3.97,0.63
ba4042ea-5bcd-37ae-37e4-56fc3354c7fd,2023-11-01,TX-400,NY,Supplier B,263,24,338,4.32,0.8
b72ff738-8991-d2f9-9d2e-a786cc2e0652,2022-11-11,TX-400,NY,Supplier D,189,9,237,4.13,0.41
84f98dfe-2a00-51e9-f91f-7fbf890e7921,2021-11-30,TX-300,TX,Supplier B,189,17,242,3.9,0.84
be944af2-82cb-e398-9d30-48ea8bee0b3d,2021-02-03,TX-200,TX,Supplier D,206,19,262,3.82,0.62
57e91e35-09ae-1b27-1079-55e7f5c23d0a,2023-08-26,TX-500,FL,Supplier D,315,24,410,4.06,0.99
0e2aacdb-18b7-173a-9cda-f73f4c236556,2020-08-07,TX-200,CA,Supplier E,393,19,495,2.82,0.02
8fa5b8f0-52ae-18dc-7106-fc14faae9a08,2022-08-13,TX-400,TX,Supplier E,389,15,471,4.49,0.39
5b4ec723-18e8-0108-724b-a86fab3cdb3a,2022-11-03,TX-100,TX,Supplier D,203,15,255,4.13,0.76
aced8211-03d2-f7c7-c4a5-2783917a0263,2022-12-11,TX-300,NY,Supplier A,166,14,211,4.43,0.55
3ae37c3c-7ef5-e64e-7b4b-3e30cc7a5a5d,2023-01-25,TX-500,FL,Supplier C,278,19,352,4.33,0.39
723b892d-fea9-94cb-6a14-3a02cc5f6292,2020-07-01,TX-400,TX,Supplier D,372,25,469,2.82,0.97
69cdb235-5649-102c-4766-ab09dbe69c11,2021-10-09,TX-500,IL,Supplier B,249,22,318,3.51,0.59
69eaa481-3057-c95e-2779-542b71c62259,2020-12-16,TX-200,CA,Supplier D,244,16,308,3.4,0.3
c7ed7c37-996f-1353-d580-1edc0ebbd223,2020-12-24,TX-300,TX,Supplier D,192,19,250,3.4,0.11
1b59f235-744c-8d8f-c875-8d5dc731f134,2021-07-12,TX-500,CA,Supplier C,407,36,524,3.79,0.73
7c969a13-9212-1ded-b291-a10ff2444cb9,2020-03-18,TX-500,FL,Supplier C,299,31,390,3.22,0.14
a45e7615-a9f3-5fac-c283-9b4c2ff0d8ee,2022-07-26,TX-100,FL,Supplier B,295,20,370,4.71,0.05
1889d973-f54f-e568-5a22-d4307be50272,2021-05-17,TX-400,CA,Supplier E,353,12,438,3.79,0.18
cf99af5c-0a91-222e-4958-e2f391c1c884,2023-05-16,TX-400,FL,Supplier C,352,30,451,4.14,0.41
76adf49b-4ceb-aec6-2e62-0084e420d09c,2020-10-23,TX-200,TX,Supplier E,291,20,369,2.74,0.95
8e2ec8ea-e9bd-cf81-a523-6f684a3cfe9c,2023-02-15,TX-100,IL,Supplier B,224,11,279,4.02,0.39
b583d0a4-522f-9067-6628-fdd188065790,2023-11-11,TX-300,IL,Supplier E,224,24,289,4.32,0.77
836eea9a-ca8c-58c6-3792-6f7e236a5a31,2020-08-04,TX-100,CA,Supplier A,355,27,455,2.82,0.28
f2ba032f-c327-505d-74c2-199f2aebafb0,2020-06-10,TX-100,FL,Supplier D,304,20,384,2.68,0.58
f9aea893-1b01-07c6-3fa8-2a5b8ed8981a,2020-12-19,TX-200,TX,Supplier B,233,19,295,3.4,0.11
21807150-51bf-244e-25fc-22ecd568b8ef,2022-10-13,TX-500,TX,Supplier D,295,19,370,3.97,0.4
c5b97fe2-ed17-5b3d-0e27-e7752f6c3dc7,2021-12-24,TX-200,NY,Supplier D,183,13,232,3.84,0.85
3e7edb6d-6eca-d5a3-503a-b0407542a966,2023-12-23,TX-400,IL,Supplier D,232,20,301,4.33,0.37
b6336165-0ecf-d97e-160f-af950480d066,2023-07-05,TX-300,FL,Supplier B,338,28,438,4.02,0.5
34b157b4-b96c-3cdd-84fe-c89abe8c5e89,2021-02-02,TX-100,TX,Supplier D,240,24,311,3.82,0.05
b6d75247-4e6f-b327-45d3-16dedf4bc5b7,2020-02-24,TX-300,TX,Supplier D,210,17,269,2.91,0.78
921d7d89-d9aa-c453-9d8b-a235ad17ac92,2022-05-18,TX-200,IL,Supplier E,357,14,444,3.99,0.3
e7ee0af6-fd75-b94a-23f7-d712ff6dc559,2023-05-14,TX-200,IL,Supplier A,351,22,441,4.14,0.59
439583b7-c89a-77be-3581-a18f30717939,2023-01-21,TX-100,NY,Supplier B,181,18,239,4.33,0.82
4d78ed35-a985-0782-a89a-27b0e15b4166,2023-07-26,TX-500,TX,Supplier A,357,22,455,4.02,0.28
e2bb1380-3654-5e4d-dcc5-a28ed149b3e6,2023-09-15,TX-300,CA,Supplier D,367,44,491,4.06,0.31
038973c6-35f2-16da-79a0-f93dea870cac,2022-07-12,TX-200,TX,Supplier E,381,21,481,4.71,0.92
a7b94374-cf67-2aae-190a-9dda2bab6e76,2022-06-24,TX-200,FL,Supplier E,356,14,446,4.1,0.89
cb0b801e-4e3e-9dfa-67b9-de6cc3e5a5d0,2021-09-03,TX-300,TX,Supplier E,300,13,374,3.71,0.89
c772fabd-c2f7-c067-20b6-968ab65b0a1b,2020-10-08,TX-500,FL,Supplier C,303,20,378,2.74,0.2
a8fcbca2-0331-c16c-7b80-0152e0e3065b,2020-04-03,TX-400,IL,Supplier B,252,22,323,3.56,0.57
2564a44f-8301-8526-bf5a-55eb3d753cce,2022-10-31,TX-400,NY,Supplier B,199,11,247,3.97,0.98
2e70c2ef-eb9e-9dbb-dc72-913cb3555f9c,2022-02-11,TX-500,TX,Supplier D,235,15,297,3.6,0.29
6122fd65-dc43-a1f9-4aa6-0ff6aa9d3c30,2022-09-23,TX-200,CA,Supplier A,302,21,392,4.26,0.2
d269c693-9ac6-5f32-c80a-49460a6b876b,2020-06-24,TX-400,IL,Supplier E,337,9,410,2.68,0.92
012205db-b093-918e-a6a3-da6415eb09fc,2022-01-11,TX-300,CA,Supplier A,237,16,305,3.7,0.41
a49e11ab-bdc8-45f1-d320-06c6fa63143d,2020-08-23,TX-400,IL,Supplier A,330,22,422,2.82,0.42
7250eaa6-2e5e-b233-7614-d01d198f1dcc,2022-11-09,TX-300,NY,Supplier D,195,15,248,4.13,0.26
5d54aaa9-e1b6-0d1b-8015-375bf154bb6b,2020-03-05,TX-500,CA,Supplier D,257,22,328,3.22,0.18
024ba58f-69e0-7de0-597c-946bd25a59d8,2020-04-10,TX-400,TX,Supplier D,313,16,392,3.56,0.83
c868857d-7f31-6ccb-2020-fab1719de1c9,2020-11-10,TX-400,FL,Supplier C,234,18,297,3.1,0.66
0a403a27-f853-7609-cdba-c3a4c8e7153b,2021-06-16,TX-300,TX,Supplier C,334,25,430,3.5,0.1
5a52c5d0-eeb6-3091-f57f-42aa57c94f13,2023-08-18,TX-400,NY,Supplier A,349,30,450,4.06,0.08
41b38649-7980-4657-8fec-ab3b53441045,2022-10-10,TX-200,IL,Supplier A,223,13,280,3.97,0.63
c207fc81-d1f5-0f15-c12d-db8f533b416c,2023-08-15,TX-200,TX,Supplier D,379,38,488,4.06,0.4
8ba2e267-da06-1e16-434f-1c1a47617747,2020-06-12,TX-400,FL,Supplier C,326,24,416,2.68,0.8
36dca3ab-bd73-dd44-e14d-e52d7545af92,2023-06-22,TX-500,FL,Supplier C,447,38,570,4.27,0.74
597e713b-4ce0-3701-dae1-f2cf47ea7056,2023-02-26,TX-200,CA,Supplier D,285,28,369,4.02,0.83
f706dcd2-f630-5ad2-cd9d-c5380b872aba,2021-10-25,TX-300,FL,Supplier D,256,17,325,3.51,0.9
77d32e09-b42a-9e55-12a8-8e8aec4cdf0c,2020-10-04,TX-400,NY,Supplier D,253,19,323,2.74,0.53
9dd2d8fd-857c-23aa-3ef9-c334830d3909,2021-02-25,TX-500,IL,Supplier C,278,17,347,3.82,0.47
879dfbef-c294-209a-6387-43e12acbf6c5,2021-11-25,TX-500,NY,Supplier C,218,15,275,3.9,0.51
ad4dcf2e-bfd7-bea3-fc8b-60fa36f7b3d8,2020-10-23,TX-300,TX,Supplier A,254,14,318,2.74,0.95
ceec2770-f414-9750-4fd4-304aee9131e2,2020-01-23,TX-200,IL,Supplier A,223,12,284,3.17,0.85
282c75b6-5a65-3a31-9598-632d926c6a06,2020-11-10,TX-400,CA,Supplier E,268,17,334,3.1,0.66
4f9abc5d-867a-93c1-4a17-f5ee9f8b1ef2,2023-02-28,TX-500,IL,Supplier A,266,19,341,4.02,0.03
90727879-4d93-db20-27b3-c5b1c3ad88b3,2022-05-04,TX-400,IL,Supplier B,303,22,385,3.99,0.96
5e28ad4a-2b0f-d07b-41e9-7902f6b817ab,2022-05-03,TX-400,NY,Supplier D,317,35,417,3.99,0.48
23491bbc-b2b0-cf27-fe31-cd0d32a1c7da,2023-09-11,TX-400,CA,Supplier C,358,34,468,4.06,0.4
e9bcd7da-59e0-20a7-8609-da83faca5d67,2020-10-09,TX-300,NY,Supplier E,230,17,294,2.74,0.69
71d3508d-8bd8-2a9e-2ce2-2d6497dce880,2022-02-21,TX-500,TX,Supplier D,249,16,317,3.6,0.4
b3589355-bd93-4eaf-e6a3-c08ba1c877de,2020-04-16,TX-300,NY,Supplier E,219,8,268,3.56,0.28
cbf106e3-b3ca-a4f6-7da4-e193db6727db,2022-03-28,TX-500,TX,Supplier D,277,24,353,3.78,0.8
d53a562b-995e-128d-b9bc-db730705e4c4,2023-10-28,TX-200,CA,Supplier E,281,9,343,4.1,0.91
b39344cb-18af-7cfe-c511-c578d2467e52,2023-06-19,TX-300,IL,Supplier D,309,25,395,4.27,0.68
41c094af-cf0c-a7a6-db4d-b35d5fe2d636,2022-09-14,TX-500,IL,Supplier B,361,16,442,4.26,0.41
5cefe8dd-2d6b-a763-2823-d4df0fbf65a5,2020-06-11,TX-200,TX,Supplier A,388,41,503,2.68,0.2
3923df09-fb5a-852d-153f-0766c4c2c282,2020-12-24,TX-400,IL,Supplier A,205,16,259,3.4,0.11
10779d72-dcce-b6cd-b571-4cba3ccd24c8,2022-01-12,TX-300,IL,Supplier E,191,10,238,3.7,0.32
11e413bc-fd7c-bb3f-8996-7a466358296f,2021-11-27,TX-100,IL,Supplier A,213,17,272,3.9,0.33
6ddba8e5-80f3-63bb-81d1-52e6243b3644,2022-10-18,TX-200,NY,Supplier B,249,18,316,3.97,0.61
8061ccfa-ca6d-8290-9ce9-78ae81de21c6,2022-12-28,TX-400,NY,Supplier B,179,10,225,4.43,0.83
b73041e8-0ef2-731e-5ec7-107c9a9abb36,2020-05-01,TX-100,TX,Supplier A,312,19,395,2.99,0.52
15ecb9a6-2683-ca6c-d0f2-caf3cbaa2056,2020-04-15,TX-100,CA,Supplier C,316,28,414,3.56,0.67
f877860f-d0ff-3776-9c9c-bbd3cdddfb33,2021-03-03,TX-100,IL,Supplier E,218,10,277,3.96,0.61
7bf18387-1a79-f7c7-10c7-a503bfa76456,2020-02-23,TX-500,FL,Supplier B,282,23,359,2.91,0.97
