uuid,Date,Tractor_Model,Warehouse_Location,Supplier,Demand_Units,Backorder_Qty,Production_Plan_Qty,Inflation_Rate,Market_Trend_Index,Part_SKU,Supplier_Delay_Days,Component_Failure_Rate,Inventory_Levels,Unit_Cost
6909d398-28ca-e1e7-9949-8a40f096bbe1,2020-05-09,TX-300,TX,Supplier C,334,30,426,2.99,0.75,HYD-03,23,0.044,1070,1182
6909d398-28ca-e1e7-9949-8a40f096bbe1,2020-05-09,TX-300,TX,Supplier C,334,30,426,2.99,0.75,ELEC-04,20,0.047,0,828
6909d398-28ca-e1e7-9949-8a40f096bbe1,2020-05-09,TX-300,TX,Supplier C,334,30,426,2.99,0.75,CHS-05,20,0.014,133,1619
50b8fcc0-3e6b-fbc9-832d-11e3a331c18a,2022-09-20,TX-100,FL,Supplier B,295,31,385,4.26,0.66,ENG-01,14,0.082,0,4301
50b8fcc0-3e6b-fbc9-832d-11e3a331c18a,2022-09-20,TX-100,FL,Supplier B,295,31,385,4.26,0.66,TRN-02,19,0.031,175,2782
50b8fcc0-3e6b-fbc9-832d-11e3a331c18a,2022-09-20,TX-100,FL,Supplier B,295,31,385,4.26,0.66,HYD-03,20,0.037,0,1083
50b8fcc0-3e6b-fbc9-832d-11e3a331c18a,2022-09-20,TX-100,FL,Supplier B,295,31,385,4.26,0.66,ELEC-04,12,0.061,465,802
50b8fcc0-3e6b-fbc9-832d-11e3a331c18a,2022-09-20,TX-100,FL,Supplier B,295,31,385,4.26,0.66,CHS-05,18,0.03,1366,1606
e2d24fd2-d7a4-ad14-63d4-95e7cfe9c89c,2022-10-22,TX-300,FL,Supplier E,247,12,310,3.97,0.32,ENG-01,5,0.09,1411,4743
e2d24fd2-d7a4-ad14-63d4-95e7cfe9c89c,2022-10-22,TX-300,FL,Supplier E,247,12,310,3.97,0.32,TRN-02,6,0.049,1964,2907
e2d24fd2-d7a4-ad14-63d4-95e7cfe9c89c,2022-10-22,TX-300,FL,Supplier E,247,12,310,3.97,0.32,HYD-03,4,0.057,248,1158
e2d24fd2-d7a4-ad14-63d4-95e7cfe9c89c,2022-10-22,TX-300,FL,Supplier E,247,12,310,3.97,0.32,ELEC-04,12,0.07,0,859
e2d24fd2-d7a4-ad14-63d4-95e7cfe9c89c,2022-10-22,TX-300,FL,Supplier E,247,12,310,3.97,0.32,CHS-05,2,0.011,561,1593
735015b7-44b8-ea48-3c58-6e4266c92e0c,2023-11-01,TX-300,FL,Supplier E,225,8,278,4.32,0.8,ENG-01,5,0.053,1416,4626
735015b7-44b8-ea48-3c58-6e4266c92e0c,2023-11-01,TX-300,FL,Supplier E,225,8,278,4.32,0.8,TRN-02,8,0.054,0,2865
735015b7-44b8-ea48-3c58-6e4266c92e0c,2023-11-01,TX-300,FL,Supplier E,225,8,278,4.32,0.8,HYD-03,14,0.028,2123,1184
735015b7-44b8-ea48-3c58-6e4266c92e0c,2023-11-01,TX-300,FL,Supplier E,225,8,278,4.32,0.8,ELEC-04,15,0.071,0,846
735015b7-44b8-ea48-3c58-6e4266c92e0c,2023-11-01,TX-300,FL,Supplier E,225,8,278,4.32,0.8,CHS-05,4,0.044,2357,1474
e5c42351-c768-07f1-9adb-71664ddba42a,2020-05-16,TX-500,TX,Supplier D,376,38,485,2.99,0.37,ENG-01,23,0.06,0,4394
e5c42351-c768-07f1-9adb-71664ddba42a,2020-05-16,TX-500,TX,Supplier D,376,38,485,2.99,0.37,TRN-02,25,0.052,2200,2733
e5c42351-c768-07f1-9adb-71664ddba42a,2020-05-16,TX-500,TX,Supplier D,376,38,485,2.99,0.37,HYD-03,14,0.039,0,1166
e5c42351-c768-07f1-9adb-71664ddba42a,2020-05-16,TX-500,TX,Supplier D,376,38,485,2.99,0.37,ELEC-04,25,0.065,3703,773
e5c42351-c768-07f1-9adb-71664ddba42a,2020-05-16,TX-500,TX,Supplier D,376,38,485,2.99,0.37,CHS-05,18,0.032,2383,1502
6f171c72-e6d8-dd85-3436-b38b9b785f41,2021-06-16,TX-200,TX,Supplier E,377,17,468,3.5,0.1,ENG-01,9,0.079,447,5024
6f171c72-e6d8-dd85-3436-b38b9b785f41,2021-06-16,TX-200,TX,Supplier E,377,17,468,3.5,0.1,TRN-02,14,0.038,0,2949
6f171c72-e6d8-dd85-3436-b38b9b785f41,2021-06-16,TX-200,TX,Supplier E,377,17,468,3.5,0.1,HYD-03,7,0.024,1229,1215
6f171c72-e6d8-dd85-3436-b38b9b785f41,2021-06-16,TX-200,TX,Supplier E,377,17,468,3.5,0.1,ELEC-04,3,0.078,0,883
6f171c72-e6d8-dd85-3436-b38b9b785f41,2021-06-16,TX-200,TX,Supplier E,377,17,468,3.5,0.1,CHS-05,16,0.022,0,1668
c100f4f5-3ed4-f720-da0e-0fde240069e6,2022-01-17,TX-100,FL,Supplier B,204,14,261,3.7,0.17,ENG-01,11,0.088,311,4565
c100f4f5-3ed4-f720-da0e-0fde240069e6,2022-01-17,TX-100,FL,Supplier B,204,14,261,3.7,0.17,TRN-02,19,0.04,552,2804
c100f4f5-3ed4-f720-da0e-0fde240069e6,2022-01-17,TX-100,FL,Supplier B,204,14,261,3.7,0.17,HYD-03,17,0.049,0,1163
c100f4f5-3ed4-f720-da0e-0fde240069e6,2022-01-17,TX-100,FL,Supplier B,204,14,261,3.7,0.17,ELEC-04,15,0.073,281,831
c100f4f5-3ed4-f720-da0e-0fde240069e6,2022-01-17,TX-100,FL,Supplier B,204,14,261,3.7,0.17,CHS-05,11,0.019,0,1509
01f5407c-a339-2bec-4a31-7d73b5066ff7,2023-12-20,TX-500,IL,Supplier C,224,18,288,4.33,0.66,ENG-01,22,0.085,195,4356
01f5407c-a339-2bec-4a31-7d73b5066ff7,2023-12-20,TX-500,IL,Supplier C,224,18,288,4.33,0.66,TRN-02,16,0.045,1439,2718
01f5407c-a339-2bec-4a31-7d73b5066ff7,2023-12-20,TX-500,IL,Supplier C,224,18,288,4.33,0.66,HYD-03,11,0.038,1060,1147
01f5407c-a339-2bec-4a31-7d73b5066ff7,2023-12-20,TX-500,IL,Supplier C,224,18,288,4.33,0.66,ELEC-04,19,0.048,0,807
01f5407c-a339-2bec-4a31-7d73b5066ff7,2023-12-20,TX-500,IL,Supplier C,224,18,288,4.33,0.66,CHS-05,19,0.048,188,1482
5938c881-30b1-3854-feb7-2c1581f5f85a,2021-11-17,TX-400,CA,Supplier D,268,19,334,3.9,0.21,ENG-01,14,0.059,3085,4576
5938c881-30b1-3854-feb7-2c1581f5f85a,2021-11-17,TX-400,CA,Supplier D,268,19,334,3.9,0.21,TRN-02,14,0.034,0,2556
5938c881-30b1-3854-feb7-2c1581f5f85a,2021-11-17,TX-400,CA,Supplier D,268,19,334,3.9,0.21,HYD-03,14,0.038,0,1073
5938c881-30b1-3854-feb7-2c1581f5f85a,2021-11-17,TX-400,CA,Supplier D,268,19,334,3.9,0.21,ELEC-04,21,0.044,53,821
5938c881-30b1-3854-feb7-2c1581f5f85a,2021-11-17,TX-400,CA,Supplier D,268,19,334,3.9,0.21,CHS-05,11,0.019,1689,1476
eac17d16-7360-2a76-97ae-56e2d5b6fbd8,2023-06-16,TX-300,CA,Supplier C,324,18,399,4.27,0.58,ENG-01,23,0.057,0,4536
eac17d16-7360-2a76-97ae-56e2d5b6fbd8,2023-06-16,TX-300,CA,Supplier C,324,18,399,4.27,0.58,TRN-02,17,0.032,0,2829
eac17d16-7360-2a76-97ae-56e2d5b6fbd8,2023-06-16,TX-300,CA,Supplier C,324,18,399,4.27,0.58,HYD-03,15,0.025,0,1101
eac17d16-7360-2a76-97ae-56e2d5b6fbd8,2023-06-16,TX-300,CA,Supplier C,324,18,399,4.27,0.58,ELEC-04,11,0.05,0,849
eac17d16-7360-2a76-97ae-56e2d5b6fbd8,2023-06-16,TX-300,CA,Supplier C,324,18,399,4.27,0.58,CHS-05,10,0.019,0,1510
cc567c39-af22-5ae7-6743-8cf441956daa,2020-04-11,TX-500,FL,Supplier B,292,27,373,3.56,0.9,ENG-01,21,0.069,1121,4659
cc567c39-af22-5ae7-6743-8cf441956daa,2020-04-11,TX-500,FL,Supplier B,292,27,373,3.56,0.9,TRN-02,13,0.037,263,2841
cc567c39-af22-5ae7-6743-8cf441956daa,2020-04-11,TX-500,FL,Supplier B,292,27,373,3.56,0.9,HYD-03,13,0.022,1085,1242
cc567c39-af22-5ae7-6743-8cf441956daa,2020-04-11,TX-500,FL,Supplier B,292,27,373,3.56,0.9,ELEC-04,20,0.047,1414,849
cc567c39-af22-5ae7-6743-8cf441956daa,2020-04-11,TX-500,FL,Supplier B,292,27,373,3.56,0.9,CHS-05,10,0.025,960,1610
36f775a4-65ef-180f-f517-08cb200260c1,2022-08-24,TX-400,NY,Supplier E,266,24,346,4.49,0.68,ENG-01,3,0.083,0,4881
36f775a4-65ef-180f-f517-08cb200260c1,2022-08-24,TX-400,NY,Supplier E,266,24,346,4.49,0.68,TRN-02,6,0.057,0,2905
36f775a4-65ef-180f-f517-08cb200260c1,2022-08-24,TX-400,NY,Supplier E,266,24,346,4.49,0.68,HYD-03,16,0.041,3404,1134
36f775a4-65ef-180f-f517-08cb200260c1,2022-08-24,TX-400,NY,Supplier E,266,24,346,4.49,0.68,ELEC-04,14,0.063,1611,901
36f775a4-65ef-180f-f517-08cb200260c1,2022-08-24,TX-400,NY,Supplier E,266,24,346,4.49,0.68,CHS-05,11,0.039,0,1602
ad6c6ce1-d5e7-ddd2-c094-74431fdda7a6,2020-11-02,TX-100,TX,Supplier E,218,17,279,3.1,0.76,ENG-01,11,0.052,1486,4880
ad6c6ce1-d5e7-ddd2-c094-74431fdda7a6,2020-11-02,TX-100,TX,Supplier E,218,17,279,3.1,0.76,TRN-02,3,0.031,1750,2894
ad6c6ce1-d5e7-ddd2-c094-74431fdda7a6,2020-11-02,TX-100,TX,Supplier E,218,17,279,3.1,0.76,HYD-03,5,0.049,1478,1234
ad6c6ce1-d5e7-ddd2-c094-74431fdda7a6,2020-11-02,TX-100,TX,Supplier E,218,17,279,3.1,0.76,ELEC-04,14,0.052,0,884
ad6c6ce1-d5e7-ddd2-c094-74431fdda7a6,2020-11-02,TX-100,TX,Supplier E,218,17,279,3.1,0.76,CHS-05,3,0.047,0,1662
0244a9d8-a0f3-105d-b2db-51993aeda2c4,2021-09-09,TX-100,NY,Supplier B,219,21,283,3.71,1.0,ENG-01,17,0.089,228,4800
0244a9d8-a0f3-105d-b2db-51993aeda2c4,2021-09-09,TX-100,NY,Supplier B,219,21,283,3.71,1.0,TRN-02,16,0.042,0,2841
0244a9d8-a0f3-105d-b2db-51993aeda2c4,2021-09-09,TX-100,NY,Supplier B,219,21,283,3.71,1.0,HYD-03,18,0.041,250,1169
0244a9d8-a0f3-105d-b2db-51993aeda2c4,2021-09-09,TX-100,NY,Supplier B,219,21,283,3.71,1.0,ELEC-04,22,0.061,0,881
0244a9d8-a0f3-105d-b2db-51993aeda2c4,2021-09-09,TX-100,NY,Supplier B,219,21,283,3.71,1.0,CHS-05,18,0.034,0,1586
fbfbd52d-52f3-39b4-14d0-58eb388d0b07,2023-10-30,TX-100,NY,Supplier A,226,19,291,4.1,0.63,ENG-01,13,0.061,597,4207
fbfbd52d-52f3-39b4-14d0-58eb388d0b07,2023-10-30,TX-100,NY,Supplier A,226,19,291,4.1,0.63,TRN-02,11,0.061,1288,2524
fbfbd52d-52f3-39b4-14d0-58eb388d0b07,2023-10-30,TX-100,NY,Supplier A,226,19,291,4.1,0.63,HYD-03,12,0.034,655,1080
fbfbd52d-52f3-39b4-14d0-58eb388d0b07,2023-10-30,TX-100,NY,Supplier A,226,19,291,4.1,0.63,ELEC-04,7,0.068,292,783
fbfbd52d-52f3-39b4-14d0-58eb388d0b07,2023-10-30,TX-100,NY,Supplier A,226,19,291,4.1,0.63,CHS-05,7,0.018,485,1417
4ab3442f-a9b5-696a-d44c-4d59987542e8,2023-05-31,TX-200,NY,Supplier A,356,19,450,4.14,0.09,ENG-01,13,0.074,462,4377
4ab3442f-a9b5-696a-d44c-4d59987542e8,2023-05-31,TX-200,NY,Supplier A,356,19,450,4.14,0.09,TRN-02,8,0.062,979,2554
4ab3442f-a9b5-696a-d44c-4d59987542e8,2023-05-31,TX-200,NY,Supplier A,356,19,450,4.14,0.09,HYD-03,13,0.044,77,1069
4ab3442f-a9b5-696a-d44c-4d59987542e8,2023-05-31,TX-200,NY,Supplier A,356,19,450,4.14,0.09,ELEC-04,19,0.056,0,786
4ab3442f-a9b5-696a-d44c-4d59987542e8,2023-05-31,TX-200,NY,Supplier A,356,19,450,4.14,0.09,CHS-05,20,0.023,0,1470
378d00a4-3a3c-c8de-6595-3867f0e6a1d9,2022-05-14,TX-100,TX,Supplier E,287,14,355,3.99,0.98,ENG-01,3,0.05,2342,4650
378d00a4-3a3c-c8de-6595-3867f0e6a1d9,2022-05-14,TX-100,TX,Supplier E,287,14,355,3.99,0.98,TRN-02,6,0.064,0,2936
378d00a4-3a3c-c8de-6595-3867f0e6a1d9,2022-05-14,TX-100,TX,Supplier E,287,14,355,3.99,0.98,HYD-03,11,0.031,1753,1148
378d00a4-3a3c-c8de-6595-3867f0e6a1d9,2022-05-14,TX-100,TX,Supplier E,287,14,355,3.99,0.98,ELEC-04,5,0.062,95,887
378d00a4-3a3c-c8de-6595-3867f0e6a1d9,2022-05-14,TX-100,TX,Supplier E,287,14,355,3.99,0.98,CHS-05,7,0.026,814,1652
8508ef14-cbe0-9c0a-cb2e-ad43af41814c,2023-06-16,TX-100,IL,Supplier A,359,22,459,4.27,0.58,ENG-01,19,0.084,368,4603
8508ef14-cbe0-9c0a-cb2e-ad43af41814c,2023-06-16,TX-100,IL,Supplier A,359,22,459,4.27,0.58,TRN-02,16,0.069,338,2646
8508ef14-cbe0-9c0a-cb2e-ad43af41814c,2023-06-16,TX-100,IL,Supplier A,359,22,459,4.27,0.58,HYD-03,19,0.047,0,1094
8508ef14-cbe0-9c0a-cb2e-ad43af41814c,2023-06-16,TX-100,IL,Supplier A,359,22,459,4.27,0.58,ELEC-04,9,0.043,1893,808
8508ef14-cbe0-9c0a-cb2e-ad43af41814c,2023-06-16,TX-100,IL,Supplier A,359,22,459,4.27,0.58,CHS-05,10,0.032,394,1472
2142eeac-30f0-7d9d-8046-86b728ca4722,2022-12-08,TX-400,NY,Supplier B,215,16,276,4.43,0.83,ENG-01,11,0.086,0,4587
2142eeac-30f0-7d9d-8046-86b728ca4722,2022-12-08,TX-400,NY,Supplier B,215,16,276,4.43,0.83,TRN-02,15,0.051,904,2669
2142eeac-30f0-7d9d-8046-86b728ca4722,2022-12-08,TX-400,NY,Supplier B,215,16,276,4.43,0.83,HYD-03,14,0.044,1342,1098
2142eeac-30f0-7d9d-8046-86b728ca4722,2022-12-08,TX-400,NY,Supplier B,215,16,276,4.43,0.83,ELEC-04,12,0.049,0,818
2142eeac-30f0-7d9d-8046-86b728ca4722,2022-12-08,TX-400,NY,Supplier B,215,16,276,4.43,0.83,CHS-05,21,0.041,403,1489
08ff8528-3a40-ef29-70fa-05a3f53ab323,2020-08-19,TX-500,FL,Supplier C,389,26,492,2.82,0.18,ENG-01,15,0.063,2153,4734
08ff8528-3a40-ef29-70fa-05a3f53ab323,2020-08-19,TX-500,FL,Supplier C,389,26,492,2.82,0.18,TRN-02,13,0.031,3857,2763
08ff8528-3a40-ef29-70fa-05a3f53ab323,2020-08-19,TX-500,FL,Supplier C,389,26,492,2.82,0.18,HYD-03,10,0.036,0,1199
08ff8528-3a40-ef29-70fa-05a3f53ab323,2020-08-19,TX-500,FL,Supplier C,389,26,492,2.82,0.18,ELEC-04,15,0.07,1703,828
08ff8528-3a40-ef29-70fa-05a3f53ab323,2020-08-19,TX-500,FL,Supplier C,389,26,492,2.82,0.18,CHS-05,21,0.049,0,1635
6680806d-991b-4432-406a-51d609c2d1bb,2022-02-17,TX-200,FL,Supplier D,267,25,345,3.6,0.87,ENG-01,14,0.077,726,4376
6680806d-991b-4432-406a-51d609c2d1bb,2022-02-17,TX-200,FL,Supplier D,267,25,345,3.6,0.87,TRN-02,24,0.03,58,2672
6680806d-991b-4432-406a-51d609c2d1bb,2022-02-17,TX-200,FL,Supplier D,267,25,345,3.6,0.87,HYD-03,23,0.047,0,1015
6680806d-991b-4432-406a-51d609c2d1bb,2022-02-17,TX-200,FL,Supplier D,267,25,345,3.6,0.87,ELEC-04,11,0.06,956,856
6680806d-991b-4432-406a-51d609c2d1bb,2022-02-17,TX-200,FL,Supplier D,267,25,345,3.6,0.87,CHS-05,23,0.013,1128,1447
c8a12339-d844-28b1-56a6-bab9c9113f4e,2022-03-28,TX-100,CA,Supplier B,274,16,347,3.78,0.8,ENG-01,14,0.082,1014,4559
c8a12339-d844-28b1-56a6-bab9c9113f4e,2022-03-28,TX-100,CA,Supplier B,274,16,347,3.78,0.8,TRN-02,9,0.033,0,2752
c8a12339-d844-28b1-56a6-bab9c9113f4e,2022-03-28,TX-100,CA,Supplier B,274,16,347,3.78,0.8,HYD-03,11,0.039,1983,1168
c8a12339-d844-28b1-56a6-bab9c9113f4e,2022-03-28,TX-100,CA,Supplier B,274,16,347,3.78,0.8,ELEC-04,12,0.061,89,834
c8a12339-d844-28b1-56a6-bab9c9113f4e,2022-03-28,TX-100,CA,Supplier B,274,16,347,3.78,0.8,CHS-05,16,0.041,0,1570
a5006d48-d098-54fb-793b-8fa4d182fb9a,2021-03-12,TX-200,IL,Supplier E,272,15,341,3.96,0.47,ENG-01,11,0.076,102,5228
a5006d48-d098-54fb-793b-8fa4d182fb9a,2021-03-12,TX-200,IL,Supplier E,272,15,341,3.96,0.47,TRN-02,14,0.047,0,2884
a5006d48-d098-54fb-793b-8fa4d182fb9a,2021-03-12,TX-200,IL,Supplier E,272,15,341,3.96,0.47,HYD-03,8,0.042,0,1246
a5006d48-d098-54fb-793b-8fa4d182fb9a,2021-03-12,TX-200,IL,Supplier E,272,15,341,3.96,0.47,ELEC-04,5,0.043,233,894
a5006d48-d098-54fb-793b-8fa4d182fb9a,2021-03-12,TX-200,IL,Supplier E,272,15,341,3.96,0.47,CHS-05,9,0.017,189,1654
2380a5c2-516b-16c3-4d37-379575c1e398,2021-12-01,TX-500,CA,Supplier E,278,26,361,3.84,0.26,ENG-01,6,0.07,1658,4942
2380a5c2-516b-16c3-4d37-379575c1e398,2021-12-01,TX-500,CA,Supplier E,278,26,361,3.84,0.26,TRN-02,12,0.069,660,2866
2380a5c2-516b-16c3-4d37-379575c1e398,2021-12-01,TX-500,CA,Supplier E,278,26,361,3.84,0.26,HYD-03,15,0.034,699,1176
2380a5c2-516b-16c3-4d37-379575c1e398,2021-12-01,TX-500,CA,Supplier E,278,26,361,3.84,0.26,ELEC-04,10,0.056,1709,874
2380a5c2-516b-16c3-4d37-379575c1e398,2021-12-01,TX-500,CA,Supplier E,278,26,361,3.84,0.26,CHS-05,12,0.049,3880,1604
d64fc1f8-bd3c-d3a5-8c3b-4915a1631fe4,2021-02-14,TX-100,CA,Supplier D,225,16,282,3.82,0.57,ENG-01,20,0.055,0,4411
d64fc1f8-bd3c-d3a5-8c3b-4915a1631fe4,2021-02-14,TX-100,CA,Supplier D,225,16,282,3.82,0.57,TRN-02,13,0.037,1203,2580
d64fc1f8-bd3c-d3a5-8c3b-4915a1631fe4,2021-02-14,TX-100,CA,Supplier D,225,16,282,3.82,0.57,HYD-03,18,0.037,590,1145
d64fc1f8-bd3c-d3a5-8c3b-4915a1631fe4,2021-02-14,TX-100,CA,Supplier D,225,16,282,3.82,0.57,ELEC-04,13,0.063,201,832
d64fc1f8-bd3c-d3a5-8c3b-4915a1631fe4,2021-02-14,TX-100,CA,Supplier D,225,16,282,3.82,0.57,CHS-05,22,0.028,324,1578
3ecd6aa8-95d1-5373-ca3d-9777f389da30,2020-09-22,TX-400,IL,Supplier D,235,26,309,2.91,0.33,ENG-01,14,0.065,0,4482
3ecd6aa8-95d1-5373-ca3d-9777f389da30,2020-09-22,TX-400,IL,Supplier D,235,26,309,2.91,0.33,TRN-02,16,0.035,2477,2533
3ecd6aa8-95d1-5373-ca3d-9777f389da30,2020-09-22,TX-400,IL,Supplier D,235,26,309,2.91,0.33,HYD-03,17,0.048,1695,1137
3ecd6aa8-95d1-5373-ca3d-9777f389da30,2020-09-22,TX-400,IL,Supplier D,235,26,309,2.91,0.33,ELEC-04,22,0.074,0,809
3ecd6aa8-95d1-5373-ca3d-9777f389da30,2020-09-22,TX-400,IL,Supplier D,235,26,309,2.91,0.33,CHS-05,18,0.021,1027,1515
41f7aaf8-5a12-27c8-1e3d-b01056233d66,2021-05-08,TX-100,NY,Supplier B,246,17,314,3.79,0.99,ENG-01,18,0.07,0,4756
41f7aaf8-5a12-27c8-1e3d-b01056233d66,2021-05-08,TX-100,NY,Supplier B,246,17,314,3.79,0.99,TRN-02,10,0.047,0,2856
41f7aaf8-5a12-27c8-1e3d-b01056233d66,2021-05-08,TX-100,NY,Supplier B,246,17,314,3.79,0.99,HYD-03,12,0.041,0,1144
41f7aaf8-5a12-27c8-1e3d-b01056233d66,2021-05-08,TX-100,NY,Supplier B,246,17,314,3.79,0.99,ELEC-04,12,0.044,0,830
41f7aaf8-5a12-27c8-1e3d-b01056233d66,2021-05-08,TX-100,NY,Supplier B,246,17,314,3.79,0.99,CHS-05,18,0.046,0,1598
70f59e88-11ed-be94-5902-5c6f38d29292,2020-01-16,TX-300,TX,Supplier B,209,17,266,3.17,0.55,ENG-01,15,0.07,0,4725
70f59e88-11ed-be94-5902-5c6f38d29292,2020-01-16,TX-300,TX,Supplier B,209,17,266,3.17,0.55,TRN-02,15,0.035,1827,2894
70f59e88-11ed-be94-5902-5c6f38d29292,2020-01-16,TX-300,TX,Supplier B,209,17,266,3.17,0.55,HYD-03,13,0.035,0,1197
70f59e88-11ed-be94-5902-5c6f38d29292,2020-01-16,TX-300,TX,Supplier B,209,17,266,3.17,0.55,ELEC-04,20,0.06,0,849
70f59e88-11ed-be94-5902-5c6f38d29292,2020-01-16,TX-300,TX,Supplier B,209,17,266,3.17,0.55,CHS-05,22,0.011,0,1538
64566822-ce6a-7565-1ed3-43f9dc4c075e,2020-08-15,TX-200,FL,Supplier C,313,22,401,2.82,0.5,ENG-01,22,0.085,0,4787
64566822-ce6a-7565-1ed3-43f9dc4c075e,2020-08-15,TX-200,FL,Supplier C,313,22,401,2.82,0.5,TRN-02,10,0.063,0,2844
64566822-ce6a-7565-1ed3-43f9dc4c075e,2020-08-15,TX-200,FL,Supplier C,313,22,401,2.82,0.5,HYD-03,9,0.053,1980,1213
64566822-ce6a-7565-1ed3-43f9dc4c075e,2020-08-15,TX-200,FL,Supplier C,313,22,401,2.82,0.5,ELEC-04,9,0.073,123,858
64566822-ce6a-7565-1ed3-43f9dc4c075e,2020-08-15,TX-200,FL,Supplier C,313,22,401,2.82,0.5,CHS-05,20,0.027,1318,1656
85142baa-18e1-d413-6cd5-ba4e1f8731cc,2022-06-16,TX-100,NY,Supplier B,293,20,371,4.1,0.85,ENG-01,16,0.082,3242,4684
85142baa-18e1-d413-6cd5-ba4e1f8731cc,2022-06-16,TX-100,NY,Supplier B,293,20,371,4.1,0.85,TRN-02,22,0.033,1311,2882
85142baa-18e1-d413-6cd5-ba4e1f8731cc,2022-06-16,TX-100,NY,Supplier B,293,20,371,4.1,0.85,HYD-03,8,0.045,2784,1100
85142baa-18e1-d413-6cd5-ba4e1f8731cc,2022-06-16,TX-100,NY,Supplier B,293,20,371,4.1,0.85,ELEC-04,22,0.063,0,859
85142baa-18e1-d413-6cd5-ba4e1f8731cc,2022-06-16,TX-100,NY,Supplier B,293,20,371,4.1,0.85,CHS-05,16,0.027,3593,1543
74253fdb-709c-ce10-fae1-78b835267e18,2020-12-22,TX-200,FL,Supplier E,206,12,260,3.4,0.28,ENG-01,5,0.072,0,4995
74253fdb-709c-ce10-fae1-78b835267e18,2020-12-22,TX-200,FL,Supplier E,206,12,260,3.4,0.28,TRN-02,9,0.058,21,2909
